customer_id,customer_segment,total_transactions,successful_transactions,failed_transactions,average_transaction_value,lifetime_value,preferred_payment_method,previous_recovery_successes,previous_recovery_failures
C0395,RELIABLE,5,4,1,6340.69,25362.76,CARD,0,1
C0396,NORMAL,10,8,2,6811.53,54492.24,UPI,1,1
C0397,NORMAL,16,12,4,1142.95,13715.4,UPI,2,2
C0398,NORMAL,20,16,4,913.58,14617.28,WALLET,2,2
C0399,RISKY,13,7,6,7599.51,53196.57,NETBANKING,2,4
C0400,NORMAL,16,12,4,2790.7,33488.4,UPI,2,2
C0401,NORMAL,28,22,6,7688.45,169145.9,CARD,3,3
C0402,RELIABLE,22,20,2,3716.2,74324.0,CARD,1,1
C0403,RISKY,26,15,11,4913.92,73708.8,WALLET,3,8
C0404,NORMAL,30,24,6,1781.1,42746.4,WALLET,3,3
C0405,RELIABLE,11,10,1,916.16,9161.6,CARD,0,1
C0406,RISKY,15,9,6,9367.02,84303.18,WALLET,2,4
C0407,RISKY,22,13,9,4997.3,64964.9,UPI,3,6
C0408,NORMAL,11,8,3,3218.05,25744.4,UPI,1,2
C0409,RISKY,15,9,6,3095.56,27860.04,NETBANKING,2,4
C0410,NORMAL,17,13,4,7561.42,98298.46,WALLET,2,2
C0411,NORMAL,10,8,2,5213.93,41711.44,WALLET,1,1
C0412,NORMAL,30,24,6,5433.12,130394.88,UPI,3,3
C0413,NORMAL,7,5,2,4590.77,22953.85,CARD,1,1
C0414,NORMAL,15,12,3,1474.68,17696.16,NETBANKING,1,2
C0415,NORMAL,14,11,3,4736.2,52098.2,WALLET,1,2
C0416,RELIABLE,19,17,2,3839.7,65274.9,UPI,1,1
C0417,NORMAL,16,12,4,6341.09,76093.08,WALLET,2,2
C0418,RELIABLE,30,27,3,9505.09,256637.43,UPI,2,1
C0419,NORMAL,17,13,4,3951.46,51368.98,CARD,2,2
C0420,RISKY,9,5,4,8562.36,42811.8,WALLET,1,3
C0421,RELIABLE,7,6,1,2741.96,16451.76,NETBANKING,0,1
C0422,NORMAL,23,18,5,807.66,14537.88,CARD,3,2
C0423,NORMAL,16,12,4,4034.13,48409.56,UPI,2,2
C0424,NORMAL,21,16,5,3986.02,63776.32,NETBANKING,3,2
C0425,NORMAL,12,9,3,9624.94,86624.46,UPI,1,2
C0426,NORMAL,20,16,4,5418.58,86697.28,UPI,2,2
C0427,RELIABLE,13,11,2,7188.36,79071.96,CARD,1,1
C0428,RISKY,14,8,6,7092.82,56742.56,WALLET,2,4
C0429,RELIABLE,9,8,1,8601.85,68814.8,WALLET,0,1
C0430,RELIABLE,27,24,3,4728.56,113485.44,UPI,2,1
C0431,RISKY,15,9,6,6844.48,61600.32,UPI,2,4
C0432,NORMAL,14,11,3,8967.65,98644.15,CARD,1,2
C0433,NORMAL,27,21,6,6558.15,137721.15,NETBANKING,3,3
C0434,NORMAL,8,6,2,9858.76,59152.56,CARD,1,1
C0435,RELIABLE,20,18,2,749.7,13494.6,NETBANKING,1,1
C0436,NORMAL,22,17,5,1732.83,29458.11,UPI,3,2
C0437,RELIABLE,17,15,2,9996.15,149942.25,WALLET,1,1
C0438,NORMAL,29,23,6,4389.62,100961.26,UPI,3,3
C0439,RELIABLE,15,13,2,6602.22,85828.86,WALLET,1,1
C0440,NORMAL,21,16,5,3772.89,60366.24,CARD,3,2
C0441,NORMAL,9,7,2,4609.87,32269.09,UPI,1,1
C0442,RISKY,21,12,9,1953.65,23443.8,CARD,3,6
C0443,RELIABLE,27,24,3,2641.97,63407.28,NETBANKING,2,1
C0444,RISKY,13,7,6,2364.87,16554.09,NETBANKING,2,4
C0445,RELIABLE,14,12,2,6337.07,76044.84,UPI,1,1
C0446,NORMAL,10,8,2,6122.18,48977.44,CARD,1,1
C0447,RELIABLE,24,22,2,7346.01,161612.22,NETBANKING,1,1
C0448,RISKY,23,13,10,891.35,11587.55,UPI,3,7
C0449,RELIABLE,25,23,2,7824.71,179968.33,NETBANKING,1,1
C0450,NORMAL,29,23,6,5935.3,136511.9,UPI,3,3
C0451,NORMAL,25,20,5,5682.99,113659.8,NETBANKING,3,2
C0452,NORMAL,30,24,6,8169.82,196075.68,WALLET,3,3
C0453,RELIABLE,7,6,1,7041.83,42250.98,CARD,0,1
C0454,NORMAL,20,16,4,4912.2,78595.2,NETBANKING,2,2
C0455,NORMAL,15,12,3,8684.11,104209.32,NETBANKING,1,2
C0456,NORMAL,16,12,4,9766.05,117192.6,CARD,2,2
C0457,NORMAL,21,16,5,5835.69,93371.04,NETBANKING,3,2
C0458,RELIABLE,8,7,1,3040.98,21286.86,CARD,0,1
C0459,RELIABLE,6,5,1,3257.01,16285.05,WALLET,0,1
C0460,RISKY,18,10,8,2858.57,28585.7,CARD,2,6
C0461,RISKY,23,13,10,7350.72,95559.36,CARD,3,7
C0462,NORMAL,20,16,4,9961.71,159387.36,WALLET,2,2
C0463,NORMAL,14,11,3,5225.02,57475.22,UPI,1,2
C0464,RISKY,21,12,9,4843.69,58124.28,CARD,3,6
C0465,RELIABLE,16,14,2,962.25,13471.5,NETBANKING,1,1
C0466,NORMAL,25,20,5,6888.95,137779.0,NETBANKING,3,2
C0467,NORMAL,8,6,2,4593.81,27562.86,NETBANKING,1,1
C0468,NORMAL,29,23,6,4330.91,99610.93,UPI,3,3
C0469,NORMAL,23,18,5,5837.26,105070.68,NETBANKING,3,2
C0470,NORMAL,7,5,2,4170.31,20851.55,WALLET,1,1
C0471,NORMAL,13,10,3,8340.46,83404.6,UPI,1,2
C0472,RELIABLE,8,7,1,4242.09,29694.63,NETBANKING,0,1
C0473,NORMAL,16,12,4,7672.17,92066.04,CARD,2,2
C0474,NORMAL,17,13,4,5250.74,68259.62,UPI,2,2
C0475,RELIABLE,27,24,3,3663.89,87933.36,WALLET,2,1
C0476,NORMAL,9,7,2,6259.47,43816.29,CARD,1,1
C0477,NORMAL,24,19,5,3526.04,66994.76,WALLET,3,2
C0478,RISKY,28,16,12,8504.72,136075.52,NETBANKING,4,8
C0479,NORMAL,21,16,5,5557.23,88915.68,NETBANKING,3,2
C0480,NORMAL,5,4,1,3999.4,15997.6,UPI,0,1
C0481,RISKY,23,13,10,3422.94,44498.22,UPI,3,7
C0482,NORMAL,13,10,3,9687.17,96871.7,CARD,1,2
C0483,NORMAL,23,18,5,5064.26,91156.68,WALLET,3,2
C0484,RELIABLE,26,23,3,2800.87,64420.01,UPI,2,1
C0485,RELIABLE,19,17,2,3480.08,59161.36,CARD,1,1
C0486,NORMAL,11,8,3,4398.59,35188.72,WALLET,1,2
C0487,RISKY,28,16,12,7410.32,118565.12,CARD,4,8
C0488,NORMAL,22,17,5,3587.97,60995.49,WALLET,3,2
C0489,NORMAL,15,12,3,9588.51,115062.12,WALLET,1,2
C0490,RISKY,15,9,6,5689.6,51206.4,NETBANKING,2,4
C0491,NORMAL,11,8,3,9594.71,76757.68,NETBANKING,1,2
C0492,NORMAL,12,9,3,9444.11,84996.99,NETBANKING,1,2
C0493,NORMAL,27,21,6,2469.14,51851.94,WALLET,3,3
C0494,NORMAL,16,12,4,5824.63,69895.56,NETBANKING,2,2
C0495,RELIABLE,23,21,2,6927.91,145486.11,WALLET,1,1
C0496,RISKY,17,10,7,8274.59,82745.9,CARD,2,5
C0497,RELIABLE,14,12,2,9575.48,114905.76,UPI,1,1
C0498,NORMAL,19,15,4,6731.73,100975.95,WALLET,2,2
C0499,RELIABLE,22,20,2,3075.76,61515.2,NETBANKING,1,1
C0500,RELIABLE,24,22,2,7538.46,165846.12,CARD,1,1
C0501,RELIABLE,26,23,3,9099.25,209282.75,CARD,2,1
C0502,NORMAL,6,4,2,1451.88,5807.52,NETBANKING,1,1
C0503,NORMAL,8,6,2,6971.32,41827.92,CARD,1,1
C0504,RELIABLE,22,20,2,9790.15,195803.0,CARD,1,1
C0505,NORMAL,20,16,4,5035.76,80572.16,CARD,2,2
C0506,NORMAL,14,11,3,3551.09,39061.99,UPI,1,2
C0507,RISKY,7,4,3,6696.84,26787.36,CARD,1,2
C0508,NORMAL,28,22,6,8578.16,188719.52,UPI,3,3
C0509,RISKY,10,6,4,4469.91,26819.46,CARD,1,3
C0510,RISKY,6,3,3,9973.13,29919.39,WALLET,1,2
C0511,NORMAL,10,8,2,9397.78,75182.24,NETBANKING,1,1
C0512,RISKY,5,3,2,3334.73,10004.19,UPI,0,2
C0513,RISKY,15,9,6,3203.34,28830.06,WALLET,2,4
C0514,RISKY,9,5,4,8585.07,42925.35,WALLET,1,3
C0515,RELIABLE,30,27,3,1570.14,42393.78,CARD,2,1
C0516,NORMAL,25,20,5,2944.02,58880.4,CARD,3,2
C0517,RELIABLE,15,13,2,8012.29,104159.77,CARD,1,1
C0518,RELIABLE,25,23,2,9021.91,207503.93,WALLET,1,1
C0519,NORMAL,7,5,2,4307.92,21539.6,UPI,1,1
C0520,RELIABLE,9,8,1,5035.81,40286.48,CARD,0,1
C0521,RELIABLE,17,15,2,2737.45,41061.75,NETBANKING,1,1
C0522,RISKY,14,8,6,6033.38,48267.04,UPI,2,4
C0523,RELIABLE,16,14,2,7081.3,99138.2,UPI,1,1
C0524,NORMAL,19,15,4,3414.66,51219.9,WALLET,2,2
C0525,NORMAL,27,21,6,7813.49,164083.29,UPI,3,3
C0526,NORMAL,14,11,3,3991.67,43908.37,CARD,1,2
C0527,RELIABLE,9,8,1,5042.73,40341.84,WALLET,0,1
C0528,NORMAL,24,19,5,4049.44,76939.36,WALLET,3,2
C0529,NORMAL,30,24,6,6808.9,163413.6,CARD,3,3
C0530,NORMAL,26,20,6,7670.03,153400.6,UPI,3,3
C0531,NORMAL,21,16,5,7185.78,114972.48,UPI,3,2
C0532,RISKY,8,4,4,1086.7,4346.8,CARD,1,3
C0533,NORMAL,9,7,2,2063.1,14441.7,WALLET,1,1
C0534,RELIABLE,11,10,1,7310.72,73107.2,WALLET,0,1
C0535,RELIABLE,21,19,2,4732.09,89909.71,UPI,1,1
C0536,NORMAL,21,16,5,4446.53,71144.48,UPI,3,2
C0537,NORMAL,26,20,6,8165.7,163314.0,UPI,3,3
C0538,NORMAL,5,4,1,7585.14,30340.56,UPI,0,1
C0539,RELIABLE,16,14,2,7153.66,100151.24,UPI,1,1
C0540,RISKY,7,4,3,9868.3,39473.2,WALLET,1,2
C0541,RELIABLE,18,16,2,2209.82,35357.12,CARD,1,1
C0542,NORMAL,28,22,6,6635.87,145989.14,WALLET,3,3
C0543,NORMAL,17,13,4,4761.1,61894.3,WALLET,2,2
C0544,NORMAL,26,20,6,9659.37,193187.4,CARD,3,3
C0545,NORMAL,16,12,4,1627.02,19524.24,WALLET,2,2
C0546,NORMAL,28,22,6,9797.88,215553.36,UPI,3,3
C0547,NORMAL,14,11,3,4898.54,53883.94,WALLET,1,2
C0548,NORMAL,12,9,3,2851.36,25662.24,NETBANKING,1,2
C0549,RELIABLE,11,10,1,9405.4,94054.0,UPI,0,1
C0550,RELIABLE,26,23,3,4482.79,103104.17,UPI,2,1
C0551,RELIABLE,7,6,1,1458.52,8751.12,UPI,0,1
C0552,NORMAL,26,20,6,7181.22,143624.4,UPI,3,3
C0553,RELIABLE,6,5,1,4321.52,21607.6,CARD,0,1
C0554,NORMAL,29,23,6,8705.44,200225.12,UPI,3,3
C0555,RELIABLE,14,12,2,2724.53,32694.36,NETBANKING,1,1
C0556,NORMAL,29,23,6,6889.05,158448.15,NETBANKING,3,3
C0557,RELIABLE,9,8,1,9864.11,78912.88,CARD,0,1
C0558,NORMAL,13,10,3,1079.1,10791.0,CARD,1,2
C0559,NORMAL,18,14,4,5780.58,80928.12,UPI,2,2
C0560,RISKY,25,15,10,6877.75,103166.25,NETBANKING,3,7
C0561,NORMAL,18,14,4,1917.57,26845.98,WALLET,2,2
C0562,RELIABLE,22,20,2,4998.43,99968.6,CARD,1,1
C0563,NORMAL,27,21,6,1871.34,39298.14,WALLET,3,3
C0564,RISKY,22,13,9,4420.44,57465.72,WALLET,3,6
C0565,NORMAL,9,7,2,4189.98,29329.86,NETBANKING,1,1
C0566,RELIABLE,25,23,2,1251.17,28776.91,WALLET,1,1
C0567,RISKY,7,4,3,5588.54,22354.16,CARD,1,2
C0568,RELIABLE,17,15,2,6899.88,103498.2,UPI,1,1
C0569,RISKY,11,6,5,8144.18,48865.08,CARD,1,4
C0570,NORMAL,15,12,3,3380.29,40563.48,UPI,1,2
C0571,RELIABLE,11,10,1,9639.74,96397.4,UPI,0,1
C0572,NORMAL,29,23,6,5049.75,116144.25,CARD,3,3
C0573,NORMAL,27,21,6,2442.87,51300.27,CARD,3,3
C0574,NORMAL,29,23,6,3189.06,73348.38,WALLET,3,3
C0575,NORMAL,16,12,4,3430.01,41160.12,NETBANKING,2,2
C0576,NORMAL,20,16,4,4927.04,78832.64,WALLET,2,2
C0577,NORMAL,15,12,3,9186.14,110233.68,NETBANKING,1,2
C0578,NORMAL,6,4,2,5843.98,23375.92,CARD,1,1
C0579,NORMAL,5,4,1,2977.35,11909.4,WALLET,0,1
C0580,RELIABLE,11,10,1,3633.72,36337.2,WALLET,0,1
C0581,NORMAL,12,9,3,5243.36,47190.24,NETBANKING,1,2
C0582,RELIABLE,20,18,2,9681.83,174272.94,WALLET,1,1
C0583,NORMAL,28,22,6,8052.27,177149.94,CARD,3,3
C0584,RELIABLE,22,20,2,5139.01,102780.2,UPI,1,1
C0585,NORMAL,7,5,2,9479.29,47396.45,UPI,1,1
C0586,NORMAL,18,14,4,1806.17,25286.38,CARD,2,2
C0587,RELIABLE,9,8,1,586.84,4694.72,WALLET,0,1
C0588,NORMAL,24,19,5,6558.42,124609.98,WALLET,3,2
C0589,NORMAL,5,4,1,562.82,2251.28,WALLET,0,1
C0590,RELIABLE,21,19,2,7360.83,139855.77,NETBANKING,1,1
C0591,RELIABLE,27,24,3,6903.31,165679.44,CARD,2,1
C0592,RELIABLE,8,7,1,5481.66,38371.62,CARD,0,1
C0593,RELIABLE,21,19,2,2897.97,55061.43,NETBANKING,1,1
C0594,RELIABLE,17,15,2,1250.68,18760.2,WALLET,1,1
C0595,NORMAL,12,9,3,9907.21,89164.89,CARD,1,2
C0596,RELIABLE,7,6,1,6710.49,40262.94,UPI,0,1
C0597,RELIABLE,17,15,2,4083.11,61246.65,WALLET,1,1
C0598,RELIABLE,5,4,1,7177.03,28708.12,UPI,0,1
C0599,NORMAL,18,14,4,6626.62,92772.68,NETBANKING,2,2
C0600,NORMAL,8,6,2,9000.52,54003.12,UPI,1,1
C0601,RELIABLE,27,24,3,8931.77,214362.48,WALLET,2,1
C0602,RELIABLE,7,6,1,7002.07,42012.42,NETBANKING,0,1
C0603,RISKY,23,13,10,6752.04,87776.52,CARD,3,7
C0604,RISKY,15,9,6,648.75,5838.75,CARD,2,4
C0605,NORMAL,29,23,6,8296.56,190820.88,WALLET,3,3
C0606,RISKY,14,8,6,2043.28,16346.24,CARD,2,4
C0607,NORMAL,17,13,4,6931.83,90113.79,NETBANKING,2,2
C0608,NORMAL,28,22,6,1829.53,40249.66,UPI,3,3
C0609,NORMAL,16,12,4,1010.12,12121.44,WALLET,2,2
C0610,RELIABLE,7,6,1,3735.63,22413.78,WALLET,0,1
C0611,RISKY,15,9,6,781.44,7032.96,NETBANKING,2,4
C0612,NORMAL,19,15,4,5160.73,77410.95,NETBANKING,2,2
C0613,NORMAL,17,13,4,4602.56,59833.28,WALLET,2,2
C0614,RELIABLE,24,22,2,3306.11,72734.42,CARD,1,1
C0615,NORMAL,7,5,2,3045.73,15228.65,WALLET,1,1
C0616,NORMAL,25,20,5,1965.63,39312.6,WALLET,3,2
C0617,NORMAL,8,6,2,1369.44,8216.64,NETBANKING,1,1
C0618,NORMAL,29,23,6,3062.78,70443.94,CARD,3,3
C0619,RELIABLE,18,16,2,4764.01,76224.16,WALLET,1,1
C0620,RELIABLE,7,6,1,3862.19,23173.14,UPI,0,1
C0621,NORMAL,30,24,6,3582.09,85970.16,WALLET,3,3
C0622,RELIABLE,18,16,2,4184.1,66945.6,UPI,1,1
C0623,NORMAL,22,17,5,9099.47,154690.99,CARD,3,2
C0624,NORMAL,10,8,2,7010.5,56084.0,CARD,1,1
C0625,RELIABLE,14,12,2,3049.86,36598.32,CARD,1,1
C0626,RELIABLE,18,16,2,3121.64,49946.24,NETBANKING,1,1
C0627,NORMAL,7,5,2,3930.69,19653.45,CARD,1,1
C0628,NORMAL,20,16,4,6141.16,98258.56,CARD,2,2
C0629,NORMAL,9,7,2,3394.25,23759.75,WALLET,1,1
C0630,NORMAL,24,19,5,4108.95,78070.05,NETBANKING,3,2
C0631,NORMAL,18,14,4,8247.02,115458.28,CARD,2,2
C0632,NORMAL,24,19,5,9499.15,180483.85,CARD,3,2
C0633,NORMAL,10,8,2,9663.46,77307.68,NETBANKING,1,1
C0634,RELIABLE,27,24,3,6512.57,156301.68,CARD,2,1
C0635,NORMAL,13,10,3,8256.7,82567.0,WALLET,1,2
C0636,NORMAL,23,18,5,2398.1,43165.8,CARD,3,2
C0637,NORMAL,22,17,5,755.7,12846.9,WALLET,3,2
C0638,RISKY,11,6,5,4665.32,27991.92,NETBANKING,1,4
C0639,RISKY,7,4,3,8280.17,33120.68,WALLET,1,2
C0640,NORMAL,9,7,2,6516.69,45616.83,CARD,1,1
C0641,RELIABLE,9,8,1,7294.75,58358.0,WALLET,0,1
C0642,RELIABLE,24,22,2,5052.73,111160.06,WALLET,1,1
C0643,NORMAL,27,21,6,4473.86,93951.06,UPI,3,3
C0644,NORMAL,16,12,4,7165.53,85986.36,UPI,2,2
C0645,RELIABLE,12,11,1,6747.22,74219.42,NETBANKING,0,1
C0646,RELIABLE,24,22,2,920.82,20258.04,WALLET,1,1
C0647,RISKY,15,9,6,9674.31,87068.79,WALLET,2,4
C0648,RELIABLE,8,7,1,2958.01,20706.07,CARD,0,1
C0649,NORMAL,17,13,4,4899.1,63688.3,CARD,2,2
C0650,NORMAL,5,4,1,5086.33,20345.32,NETBANKING,0,1
C0651,NORMAL,7,5,2,1602.66,8013.3,CARD,1,1
C0652,NORMAL,15,12,3,4825.66,57907.92,CARD,1,2
C0653,NORMAL,16,12,4,5023.54,60282.48,WALLET,2,2
C0654,NORMAL,19,15,4,3529.64,52944.6,NETBANKING,2,2
C0655,RELIABLE,27,24,3,1593.31,38239.44,NETBANKING,2,1
C0656,NORMAL,26,20,6,8100.48,162009.6,CARD,3,3
C0657,NORMAL,22,17,5,2021.29,34361.93,WALLET,3,2
C0658,RISKY,12,7,5,8078.68,56550.76,CARD,1,4
C0659,RELIABLE,26,23,3,4605.28,105921.44,UPI,2,1
C0660,NORMAL,11,8,3,4770.96,38167.68,WALLET,1,2
C0661,NORMAL,27,21,6,2540.56,53351.76,NETBANKING,3,3
C0662,NORMAL,30,24,6,8062.08,193489.92,UPI,3,3
C0663,NORMAL,22,17,5,2276.12,38694.04,NETBANKING,3,2
C0664,RELIABLE,8,7,1,2992.36,20946.52,WALLET,0,1
C0665,NORMAL,25,20,5,3477.34,69546.8,WALLET,3,2
C0666,NORMAL,23,18,5,1585.2,28533.6,NETBANKING,3,2
C0667,RISKY,24,14,10,2139.01,29946.14,NETBANKING,3,7
C0668,RISKY,23,13,10,1305.14,16966.82,CARD,3,7
C0669,NORMAL,12,9,3,3401.11,30609.99,CARD,1,2
C0670,NORMAL,9,7,2,5352.84,37469.88,WALLET,1,1
C0671,NORMAL,23,18,5,4145.24,74614.32,CARD,3,2
C0672,NORMAL,22,17,5,7087.61,120489.37,CARD,3,2
C0673,NORMAL,20,16,4,3243.93,51902.88,CARD,2,2
C0674,NORMAL,19,15,4,6384.39,95765.85,NETBANKING,2,2
C0675,RISKY,20,12,8,1797.08,21564.96,WALLET,2,6
C0676,RISKY,21,12,9,6704.16,80449.92,WALLET,3,6
C0677,NORMAL,18,14,4,7246.35,101448.9,WALLET,2,2
C0678,NORMAL,7,5,2,5871.28,29356.4,CARD,1,1
C0679,RELIABLE,13,11,2,2636.01,28996.11,NETBANKING,1,1
C0680,RELIABLE,19,17,2,5873.68,99852.56,WALLET,1,1
C0681,NORMAL,8,6,2,5940.78,35644.68,NETBANKING,1,1
C0682,NORMAL,16,12,4,5649.41,67792.92,UPI,2,2
C0683,NORMAL,19,15,4,5690.36,85355.4,WALLET,2,2
C0684,RELIABLE,25,23,2,7637.78,175668.94,NETBANKING,1,1
C0685,RISKY,6,3,3,4772.46,14317.38,NETBANKING,1,2
C0686,RISKY,7,4,3,4671.16,18684.64,UPI,1,2
C0687,NORMAL,12,9,3,2493.84,22444.56,NETBANKING,1,2
C0688,RISKY,24,14,10,6511.32,91158.48,CARD,3,7
C0689,NORMAL,30,24,6,2462.89,59109.36,CARD,3,3
C0690,RISKY,23,13,10,3832.75,49825.75,NETBANKING,3,7
C0691,NORMAL,10,8,2,3574.71,28597.68,NETBANKING,1,1
C0692,RELIABLE,13,11,2,9547.77,105025.47,UPI,1,1
C0693,RELIABLE,29,26,3,7964.06,207065.56,UPI,2,1
C0694,RISKY,25,15,10,1705.44,25581.6,CARD,3,7
C0695,RELIABLE,27,24,3,3559.92,85438.08,CARD,2,1
C0696,NORMAL,26,20,6,4230.66,84613.2,CARD,3,3
C0697,NORMAL,13,10,3,6464.22,64642.2,WALLET,1,2
C0698,NORMAL,25,20,5,8048.69,160973.8,UPI,3,2
C0699,NORMAL,28,22,6,3143.14,69149.08,NETBANKING,3,3
C0700,NORMAL,20,16,4,3609.25,57748.0,UPI,2,2
C0701,RISKY,28,16,12,1384.85,22157.6,WALLET,4,8
C0702,NORMAL,27,21,6,3903.12,81965.52,UPI,3,3
C0703,NORMAL,17,13,4,2569.38,33401.94,WALLET,2,2
C0704,RISKY,20,12,8,3051.1,36613.2,NETBANKING,2,6
C0705,NORMAL,23,18,5,1740.65,31331.7,WALLET,3,2
C0706,NORMAL,26,20,6,7741.41,154828.2,UPI,3,3
C0707,RELIABLE,30,27,3,8448.67,228114.09,UPI,2,1
C0708,RELIABLE,10,9,1,4692.22,42229.98,UPI,0,1
C0709,RISKY,18,10,8,2422.02,24220.2,CARD,2,6
C0710,RISKY,14,8,6,2010.29,16082.32,NETBANKING,2,4
C0711,RELIABLE,16,14,2,2878.7,40301.8,NETBANKING,1,1
C0712,NORMAL,25,20,5,2072.49,41449.8,WALLET,3,2
C0713,NORMAL,28,22,6,7144.69,157183.18,CARD,3,3
C0714,NORMAL,7,5,2,7185.13,35925.65,UPI,1,1
C0715,RELIABLE,7,6,1,1760.65,10563.9,CARD,0,1
C0716,NORMAL,19,15,4,588.23,8823.45,NETBANKING,2,2
C0717,RISKY,18,10,8,7093.29,70932.9,WALLET,2,6
C0718,RELIABLE,17,15,2,1348.65,20229.75,UPI,1,1
C0719,RELIABLE,16,14,2,8869.4,124171.6,CARD,1,1
C0720,NORMAL,29,23,6,8807.72,202577.56,CARD,3,3
C0721,RELIABLE,23,21,2,580.51,12190.71,CARD,1,1
C0722,NORMAL,28,22,6,2524.03,55528.66,CARD,3,3
C0723,RISKY,24,14,10,7022.38,98313.32,CARD,3,7
C0724,RELIABLE,8,7,1,1830.12,12810.84,UPI,0,1
C0725,NORMAL,17,13,4,3839.59,49914.67,WALLET,2,2
C0726,NORMAL,9,7,2,2853.97,19977.79,UPI,1,1
C0727,RELIABLE,24,22,2,6200.07,136401.54,NETBANKING,1,1
C0728,NORMAL,27,21,6,754.83,15851.43,NETBANKING,3,3
C0729,RELIABLE,24,22,2,5340.46,117490.12,WALLET,1,1
C0730,RELIABLE,6,5,1,7946.12,39730.6,CARD,0,1
C0731,NORMAL,8,6,2,2790.28,16741.68,UPI,1,1
C0732,NORMAL,5,4,1,9875.38,39501.52,NETBANKING,0,1
C0733,RELIABLE,23,21,2,4498.2,94462.2,CARD,1,1
C0734,NORMAL,29,23,6,1193.42,27448.66,UPI,3,3
C0735,RELIABLE,11,10,1,878.36,8783.6,UPI,0,1
C0736,RISKY,17,10,7,5312.8,53128.0,WALLET,2,5
C0737,NORMAL,17,13,4,1283.06,16679.78,CARD,2,2
C0738,RELIABLE,14,12,2,1250.7,15008.4,CARD,1,1
C0739,RISKY,9,5,4,5595.71,27978.55,WALLET,1,3
C0740,NORMAL,29,23,6,8428.0,193844.0,UPI,3,3
C0741,NORMAL,18,14,4,7434.6,104084.4,CARD,2,2
C0742,RELIABLE,7,6,1,9283.96,55703.76,UPI,0,1
C0743,NORMAL,24,19,5,1022.77,19432.63,CARD,3,2
C0744,RELIABLE,27,24,3,1803.51,43284.24,UPI,2,1
C0745,RELIABLE,16,14,2,5468.55,76559.7,NETBANKING,1,1
C0746,RELIABLE,9,8,1,7622.88,60983.04,NETBANKING,0,1
C0747,NORMAL,8,6,2,7828.59,46971.54,UPI,1,1
C0748,NORMAL,18,14,4,3083.82,43173.48,UPI,2,2
C0749,RELIABLE,23,21,2,6461.56,135692.76,WALLET,1,1
C0750,NORMAL,16,12,4,1026.67,12320.04,CARD,2,2
C0751,NORMAL,13,10,3,7846.63,78466.3,UPI,1,2
C0752,RELIABLE,21,19,2,524.4,9963.6,UPI,1,1
C0753,RELIABLE,20,18,2,3957.78,71240.04,CARD,1,1
C0754,RELIABLE,6,5,1,5752.22,28761.1,WALLET,0,1
C0755,RELIABLE,12,11,1,4454.44,48998.84,NETBANKING,0,1
C0756,RELIABLE,7,6,1,5929.59,35577.54,UPI,0,1
C0757,NORMAL,6,4,2,2203.77,8815.08,UPI,1,1
C0758,RISKY,7,4,3,8831.42,35325.68,NETBANKING,1,2
C0759,NORMAL,14,11,3,3609.36,39702.96,WALLET,1,2
C0760,RELIABLE,11,10,1,3270.15,32701.5,NETBANKING,0,1
C0761,NORMAL,12,9,3,4907.3,44165.7,WALLET,1,2
C0762,RISKY,29,17,12,2356.51,40060.67,CARD,4,8
C0763,RELIABLE,18,16,2,727.15,11634.4,NETBANKING,1,1
C0764,NORMAL,27,21,6,8833.39,185501.19,NETBANKING,3,3
C0765,RELIABLE,26,23,3,4074.61,93716.03,NETBANKING,2,1
C0766,RELIABLE,21,19,2,9839.6,186952.4,WALLET,1,1
C0767,NORMAL,6,4,2,9739.31,38957.24,CARD,1,1
C0768,NORMAL,7,5,2,917.05,4585.25,CARD,1,1
C0769,RISKY,21,12,9,4424.04,53088.48,NETBANKING,3,6
C0770,NORMAL,28,22,6,1306.57,28744.54,UPI,3,3
C0771,NORMAL,25,20,5,8289.65,165793.0,UPI,3,2
C0772,NORMAL,6,4,2,4632.34,18529.36,CARD,1,1
C0773,RELIABLE,13,11,2,8583.68,94420.48,WALLET,1,1
C0774,NORMAL,28,22,6,3599.39,79186.58,WALLET,3,3
C0775,RELIABLE,7,6,1,9463.77,56782.62,CARD,0,1
C0776,NORMAL,23,18,5,1535.24,27634.32,UPI,3,2
C0777,RELIABLE,19,17,2,3483.32,59216.44,UPI,1,1
C0778,NORMAL,29,23,6,2472.54,56868.42,NETBANKING,3,3
C0779,NORMAL,8,6,2,1359.0,8154.0,NETBANKING,1,1
C0780,RISKY,27,16,11,6231.37,99701.92,CARD,3,8
C0781,RISKY,15,9,6,1909.08,17181.72,CARD,2,4
C0782,RISKY,17,10,7,5377.87,53778.7,NETBANKING,2,5
C0783,RELIABLE,10,9,1,795.28,7157.52,WALLET,0,1
C0784,RISKY,22,13,9,7606.75,98887.75,CARD,3,6
C0785,RELIABLE,8,7,1,8137.02,56959.14,CARD,0,1
C0786,RELIABLE,6,5,1,8388.54,41942.7,CARD,0,1
C0787,RELIABLE,17,15,2,4036.28,60544.2,UPI,1,1
C0788,NORMAL,13,10,3,9215.57,92155.7,UPI,1,2
C0789,RELIABLE,7,6,1,2378.63,14271.78,WALLET,0,1
C0790,RISKY,7,4,3,9098.24,36392.96,NETBANKING,1,2
C0791,RELIABLE,19,17,2,981.06,16678.02,WALLET,1,1
